total_population,pop_density,maxdist_road,meandist_road,id
0,0,3837,3094,74809
3,1,19314,18652,74820
37,22,4508,3779,74825
3,2,19196,18324,74835
172,106,9010,8239,74867
2,1,19148,18588,74868
9,5,870,318,74872
0,0,4389,3741,74888
0,0,25044,24388,74890
15,9,2049,1290,74922
0,0,8742,7870,74929
0,0,18890,18044,74936
40,24,3379,2531,74938
0,0,2707,2133,74950
0,0,10632,9821,74953
0,0,6999,6147,74955
11,6,4458,3827,74960
0,0,22953,22137,74962
27,16,5001,4196,74966
0,0,50000,50000,74974
0,0,31622,30745,74990
0,0,17200,16394,74995
8,4,3201,2360,75000
82,50,1322,543,75002
0,0,7960,7112,75003
0,0,10204,9361,75004
106,65,17420,16562,75010
0,0,3019,2646,75015
0,0,6341,5703,75024
7,4,857,275,75030
1,0,4926,4123,75034
0,0,36765,36116,75035
52,32,3881,3194,75054
781,479,7039,6395,75062
157,96,1423,676,75094
0,0,7565,6681,75095
117,71,6811,6008,75117
0,0,11037,10222,75129
304,186,3054,2210,75142
0,0,2571,1680,75143
0,0,1280,544,75147
9,5,1244,458,75148
19,11,2635,1768,75159
0,0,7171,6512,75171
0,0,3693,2804,75176
0,0,37486,36817,75186
0,0,1326,480,75187
1,0,8756,8129,75202
0,0,10769,9919,75204
0,0,30691,29831,75206
0,0,5841,5029,75229
0,0,8785,8137,75248
0,0,5584,5115,75263
1,0,8434,7650,75274
246,151,2133,1410,75293
0,0,9616,8733,75300
21,12,7132,6334,75312
7,4,2637,1903,75346
3,1,10027,9186,75350
0,0,4149,3315,75372
1,0,50000,50000,75378
20,12,7764,7015,75395
1,1,925,344,75399
7,4,10848,9987,75416
1,1,5659,4855,75428
1776,1090,877,456,75437
7,4,1675,1001,75457
0,0,10889,10025,75467
0,0,1025,415,75471
3,2,9523,8785,75474
3,2,4227,3439,75494
4,2,9306,8665,75531
11,6,1398,660,75545
95,58,732,309,75547
7,4,11636,10799,75551
0,0,21803,20932,75566
0,0,10718,9854,75569
1,1,11457,10594,75588
0,0,6620,5951,75594
0,0,50000,50000,75612
114,70,2071,1477,75641
0,0,50000,50000,75653
161,99,3806,3390,75669
13,8,1305,457,75674
9,6,1096,354,75676
3,1,4921,4067,75679
105,64,5656,4991,75692
3,2,4699,3999,75710
8,5,1381,649,75718
0,0,3973,3216,75721
34,21,9386,8529,75726
30,18,2729,2098,75738
3,2,3389,2701,75758
2,1,2828,2352,75766
0,0,14687,13813,75772
0,0,17651,16951,75775
0,0,50000,50000,75787
0,0,50000,50000,75803
0,0,4109,3449,75804
0,0,4937,4289,75819
34,21,11414,10537,75821
2,1,13793,12928,75834
251,154,2525,1736,75835
0,0,50000,50000,75846
61,37,661,254,75856
8,5,909,518,75861
0,0,50000,50000,75876
0,0,17207,16328,75877
0,0,50000,50000,75910
127,78,1816,1112,75911
5,3,4362,3571,75917
0,0,50000,50000,75925
10,6,11449,10679,75931
0,0,10200,9347,75946
3,2,9302,8490,75950
0,0,21623,20975,75959
0,0,50000,50000,75962
0,0,6180,5338,75967
0,0,5892,5016,75971
0,0,3963,3108,75994
0,0,50000,50000,75995
0,0,1765,968,76010
386,237,3690,2818,76020
7,4,18095,17351,76026
0,0,7745,6996,76049
15,9,2642,1813,76075
26,16,2151,1659,76096
23,14,1225,423,76102
275,169,1862,1068,76110
216,132,920,327,76119
4,2,6686,5881,76137
91,56,382,131,76150
0,0,18705,17825,76151
0,0,15248,14433,76162
2,1,23629,22864,76167
4,2,3715,2872,76168
158,97,2822,2229,76174
0,0,25899,25026,76179
19,12,1171,730,76184
2,1,5449,4592,76194
0,0,19511,18828,76203
119,73,1615,755,76208
4,2,12688,11899,76219
13,8,911,367,76223
0,0,50000,50000,76241
94,58,1458,688,76256
214,131,2092,1321,76284
5,3,6045,5176,76294
665,408,1714,1093,76298
4,2,1279,578,76328
0,0,21132,20499,76332
0,0,2765,2095,76337
180,110,1746,962,76352
1,0,5368,4634,76380
34,21,866,304,76387
0,0,49998,49964,76391
0,0,50000,50000,76396
1,0,4083,3277,76402
125,76,536,162,76412
82,50,5921,5081,76418
0,0,13522,12883,76425
5,3,9645,8890,76441
0,0,8310,7505,76442
20,12,10966,10304,76451
21,12,840,321,76460
0,0,12418,11626,76472
1,0,4188,3361,76485
0,0,50000,50000,76497
1,1,2186,1362,76501
1,1,7381,6490,76527
0,0,6494,5633,76530
303,186,1971,1245,76535
0,0,23809,22994,76565
0,0,4393,3693,76580
7,4,2425,1866,76596
23,14,3203,2399,76614
23,14,4202,3404,76618
0,0,50000,50000,76632
0,0,50000,50000,76662
0,0,35770,34920,76663
2,1,2072,1394,76682
37,23,1911,1267,76689
11,7,13218,12347,76690
0,0,50000,50000,76692
0,0,50000,50000,76699
0,0,6300,5421,76714
0,0,27270,26382,76720
10,6,5388,4540,76727
760,466,359,88,76774
0,0,10508,9646,76775
324,198,4656,3815,76783
0,0,3761,3095,76787
0,0,5618,5032,76788
7,4,2116,1248,76799
18,11,1602,1044,76800
22,13,3958,3085,76809
0,0,50000,50000,76835
2,1,858,309,76848
133,81,15892,15057,76853
0,0,22359,21666,76882
17,10,6672,6078,76887
26,16,2412,1736,76893
11,6,914,361,76926
0,0,1658,1022,76929
0,0,6952,6064,76939
1,0,6058,5241,76947
8,5,10634,10001,76950
0,0,11915,11211,76951
2035,1249,248,42,76967
0,0,50000,50000,76984
1845,1132,1244,465,77005
1,0,1397,547,77007
0,0,50000,50000,77021
453,278,1681,994,77024
0,0,3637,3012,77037
23,14,1171,377,77039
46,28,1029,427,77048
62,38,2511,1664,77050
0,0,2104,1283,77051
0,0,3074,2399,77075
8,4,1948,1248,77076
168,103,910,370,77108
8,5,3262,2483,77122
0,0,3435,2679,77150
26,16,3720,2893,77155
3,2,1425,635,77164
21,13,5696,5006,77174
0,0,25294,24496,77176
0,0,10063,9352,77179
0,0,25484,24842,77187
0,0,3424,2574,77188
0,0,50000,50000,77205
0,0,7454,6591,77206
0,0,11150,10298,77240
8,5,2447,1705,77250
0,0,3045,2413,77263
27,17,1957,1186,77290
7,4,4939,4113,77306
3,2,50000,50000,77314
138,84,1372,627,77315
0,0,50000,50000,77331
0,0,1889,1126,77371
0,0,50000,50000,77376
0,0,18757,17893,77387
0,0,4996,4318,77403
11,7,8193,7362,77418
14,8,705,193,77419
27,17,1309,518,77423
0,0,30887,30012,77424
17,10,941,307,77430
0,0,39556,38734,77450
0,0,2311,1509,77451
0,0,878,276,77476
0,0,36899,36006,77481
10,6,6178,5381,77482
0,0,17492,16714,77498
0,0,6826,6206,77499
2,1,6435,5767,77532
0,0,50000,50000,77533
0,0,50000,50000,77555
74,45,2278,1549,77581
0,0,50000,50000,77594
0,0,9388,8723,77600
0,0,50000,50000,77605
0,0,3536,2626,77607
0,0,36934,36079,77616
0,0,41015,40262,77620
318,195,1823,1134,77648
0,0,13537,12690,77650
1,0,13608,12749,77655
119,73,1273,720,77659
59,36,2515,1731,77674
24,14,2442,1550,77679
1,1,794,329,77700
5,3,6282,5645,77714
0,0,32445,31559,77738
0,0,50000,50000,77741
1,0,7265,6480,77778
0,0,4812,4146,77821
0,0,7332,6539,77823
0,0,1983,1224,77835
13,8,989,314,77839
0,0,50000,50000,77842
0,0,15814,14917,77894
2,1,1045,408,77917
4,2,4003,3284,77927
10,6,5666,4978,77930
0,0,2248,1560,77969
8,5,23648,22960,78000
0,0,50000,50000,78022
18,11,980,418,78025
0,0,50000,50000,78049
0,0,11860,10995,78066
1,1,3875,3014,78067
0,0,27578,26823,78079
4,2,2105,1373,78087
0,0,50000,50000,78110
6,3,1830,1171,78113
0,0,12462,11565,78146
0,0,22411,21651,78154
50,30,2006,1295,78155
0,0,50000,50000,78161
6,3,7291,6402,78164
15,9,7512,6889,78173
0,0,10197,9396,78178
0,0,31102,30254,78185
1,0,10062,9438,78188
0,0,9523,8721,78205
9,5,3265,2662,78207
37,23,1622,1004,78208
5,3,2234,1544,78211
0,0,7888,7169,78231
0,0,1152,445,78233
0,0,1981,1307,78246
0,0,50000,50000,78273
0,0,24701,23802,78318
0,0,2766,2068,78351
0,0,50000,50000,78352
0,0,3855,3184,78360
4,2,8517,7739,78396
0,0,1013,309,78404
0,0,2779,1994,78406
18,11,1010,322,78408
0,0,50000,50000,78413
11,6,11952,11300,78415
0,0,25310,24400,78423
0,0,50000,50000,78424
0,0,8683,7845,78428
24,15,1667,773,78453
2,1,3194,2499,78468
4,2,23462,22596,78477
17,10,8372,7846,78487
170,104,2430,1555,78490
0,0,4441,3591,78495
0,0,14878,14021,78500
4,2,27838,27090,78504
0,0,50000,50000,78506
0,0,25373,24742,78508
35,21,1351,614,78514
0,0,12309,11447,78522
0,0,12054,11193,78524
574,352,3254,2431,78541
167,102,11277,10513,78551
0,0,50000,50000,78557
0,0,2404,1734,78573
0,0,7301,6460,78587
21,13,24248,23532,78610
0,0,23655,22908,78617
7,4,1760,894,78618
154,94,781,194,78623
12318,7560,428,57,78646
0,0,23441,22731,78681
2,1,2205,1326,78695
26,16,908,301,78707
0,0,13740,13074,78726
10,6,10176,9482,78738
542,332,1155,430,78761
0,0,1677,886,78763
0,0,2148,1269,78765
8,5,21781,20925,78770
1,0,3730,2869,78780
18,11,2153,1481,78801
0,0,6576,5788,78811
6,3,1134,459,78834
173,106,1041,319,78865
3,2,4172,3302,78873
0,0,3087,2305,78875
3,1,7401,6719,78886
2,1,13941,13090,78898
0,0,30256,29383,78904
0,0,2553,1684,78916
1,0,25481,24599,78953
0,0,1230,537,78957
0,0,50000,50000,78959
0,0,50000,50000,78982
0,0,29015,28372,79005
97,60,3291,2485,79018
0,0,9574,8750,79027
7,4,1466,673,79031
31,19,1221,407,79036
0,0,50000,50000,79065
25,15,1620,769,79086
0,0,2212,1340,79119
0,0,29657,28912,79123
5,3,3127,2215,79124
0,0,2001,1274,79125
0,0,50000,50000,79154
0,0,38375,37568,79157
11,6,3941,3239,79182
0,0,50000,50000,79184
0,0,24101,23423,79187
0,0,3492,2823,79195
202,123,8335,7409,79201
2,1,1855,1190,79205
67,41,10530,9816,79211
47,29,1364,718,79220
971,596,3864,3000,79225
12,7,1500,633,79228
5,3,1973,1157,79238
38,23,9041,8284,79253
14,8,1196,485,79259
0,0,2066,1203,79260
0,0,28241,27362,79266
0,0,24847,24001,79267
0,0,20870,19989,79279
0,0,3053,2153,79284
0,0,50000,50000,79293
1,0,5093,4255,79298
335,205,3257,2458,79319
1454,892,465,166,79326
0,0,4216,3366,79331
17,10,4829,4169,79341
3,1,7270,6429,79380
0,0,2270,1411,79389
0,0,50000,50000,79400
0,0,36695,35836,79428
13,8,3234,2846,79429
0,0,9407,8774,79431
258,158,1164,646,79440
0,0,50000,50000,79445
2,1,9876,9267,79447
0,0,1518,738,79461
5,3,7788,7117,79462
2,1,3574,2722,79464
1,0,12878,12070,79485
4,2,969,390,79491
31,19,3295,2495,79498
2,1,3176,2440,79499
25,15,4937,4298,79509
0,0,2074,1230,79510
1,1,5344,4530,79515
0,0,49999,49521,79524
0,0,1589,763,79528
4148,2546,158,31,79535
1,0,1626,871,79536
3,1,882,370,79554
1,0,19253,18426,79557
1,0,19587,18741,79576
1,0,6858,6165,79580
0,0,50000,50000,79582
0,0,27405,26544,79593
0,0,1582,937,79596
0,0,30305,29838,79605
0,0,50000,50000,79616
0,0,3050,2200,79621
1,0,23802,23018,79633
5,3,10860,10358,79648
0,0,1199,433,79676
0,0,15679,15033,79699
3,1,870,336,79707
0,0,5140,4324,79708
28,17,771,273,79711
0,0,12482,11795,79714
0,0,4966,4093,79723
0,0,50000,50000,79753
0,0,50000,50000,79755
23,14,4303,3553,79785
0,0,9515,8847,79787
0,0,50000,50000,79803
109,67,865,348,79807
0,0,1781,909,79823
1032,633,1416,892,79840
3,2,4222,3541,79862
0,0,22139,21284,79869
1,0,6813,6087,79885
0,0,36409,35607,79888
0,0,1171,462,79896
17,10,12015,11294,79903
0,0,3540,2664,79904
11,7,694,223,79917
1,0,49999,49885,79928
13,8,47648,46773,79930
0,0,16675,15811,79940
36,22,4011,3162,79950
106,65,1018,352,79969
0,0,15592,14867,79970
0,0,50000,50000,79971
39,24,1644,932,79973
0,0,10339,9706,79989
50,30,3417,2606,80021
2,1,24286,23631,80031
0,0,3228,2610,80067
39,24,4047,3201,80078
154,94,3229,2408,80086
0,0,50000,50000,80091
1,0,6800,5921,80098
0,0,14954,14185,80114
0,0,3373,2507,80133
2,1,2013,1394,80138
3,2,2732,2002,80147
0,0,50000,50000,80153
1,0,1566,1019,80175
1,1,11215,10348,80177
0,0,23328,22609,80181
287,176,2217,1779,80200
25,15,1679,952,80214
0,0,2659,1866,80217
0,0,27451,26596,80228
0,0,10884,10126,80233
0,0,13891,13173,80234
630,386,3376,2616,80238
0,0,50000,50000,80255
0,0,50000,50000,80282
0,0,8546,7872,80313
0,0,10187,9456,80320
0,0,50000,50000,80348
0,0,47802,47012,80350
0,0,50000,50000,80369
7,4,12474,11701,80371
4,2,2881,2449,80389
4,2,1934,1313,80395
0,0,8817,8125,80399
2,1,2306,1490,80454
20,12,8026,7329,80467
52,32,5224,4477,80506
31,19,8329,7617,80513
6,3,1368,699,80521
0,0,5220,4382,80532
0,0,4571,3706,80540
97,59,2449,1771,80591
0,0,19992,19143,80601
80,49,1073,334,80623
5,3,3167,2381,80625
8,5,5828,5119,80633
0,0,45196,44419,80649
19,12,2229,1592,80696
0,0,20941,20143,80710
76,46,1382,623,80712
2,1,6686,5817,80715
21,13,4152,3284,80720
0,0,3954,3315,80729
2,1,3001,2221,80747
1007,618,1894,1198,80764
0,0,1336,701,80775
73,44,2783,1978,80794
0,0,5021,4649,80804
0,0,44377,43540,80805
0,0,24761,24107,80806
1,0,6893,6208,80813
0,0,9611,8951,80818
89,54,2042,1275,80834
0,0,21296,20490,80837
0,0,47135,46265,80842
947,581,1950,1154,80844
124,76,1096,442,80857
0,0,28875,28150,80873
163,100,968,321,80874
0,0,50000,50000,80877
0,0,2351,1469,80884
0,0,38590,37723,80885
0,0,50000,50000,80894
0,0,50000,50000,80904
6,3,8523,7658,80906
156,95,388,155,80915
67,41,1158,363,80918
70,43,27533,26663,80920
0,0,50000,50000,80941
0,0,9385,8708,80953
8,5,6574,5856,80977
0,0,35394,34552,80982
22,13,3299,2484,80985
0,0,43578,42748,80989
5,3,3076,2389,81006
0,0,4262,3547,81034
29,18,9760,8936,81049
0,0,24654,24001,81096
259,159,1195,526,81108
0,0,50000,50000,81123
9,5,16866,16225,81127
14,8,2105,1550,81135
0,0,4184,3371,81137
92,56,1189,410,81141
0,0,10184,9374,81145
0,0,50000,50000,81147
741,454,1624,929,81177
0,0,50000,50000,81181
3,2,6827,5906,81192
62,38,22724,22063,81200
0,0,8438,7764,81209
0,0,50000,50000,81212
0,0,50000,50000,81214
57,35,2062,1283,81229
0,0,50000,50000,81230
0,0,18427,17555,81242
0,0,15823,15010,81247
5,3,7009,6356,81262
0,0,24356,23490,81300
144,88,2439,1736,81320
0,0,49999,49764,81323
0,0,5530,4984,81327
0,0,1675,909,81330
0,0,30936,30187,81349
0,0,26489,25601,81361
36,22,2472,1739,81362
11,6,5009,4155,81382
251,154,5185,4346,81384
0,0,50000,50000,81393
2,1,7391,6621,81408
110,67,847,378,81409
0,0,50000,50000,81424
0,0,3417,2715,81452
0,0,50000,50000,81471
1,1,1201,541,81479
0,0,41590,40822,81492
0,0,50000,50000,81495
11,7,17853,17228,81513
0,0,8408,7777,81527
57,35,3850,3026,81548
0,0,9662,8797,81557
1292,793,2839,2162,81560
0,0,5635,4895,81573
0,0,11196,10329,81593
0,0,1751,892,81623
5,3,2153,1727,81635
0,0,50000,50000,81640
0,0,32759,31882,81655
26,16,1091,374,81659
23,14,1187,414,81670
42,26,2176,1348,81681
0,0,50000,50000,81686
0,0,1006,372,81714
0,0,50000,50000,81756
0,0,11477,10703,81757
0,0,6487,5786,81759
39,24,1222,415,81763
5,3,16172,15437,81774
0,0,44318,43499,81776
0,0,50000,50000,81785
0,0,854,348,81805
4,2,9568,8748,81810
1771,1087,2285,1872,81823
0,0,50000,50000,81836
22,13,476,130,81867
700,429,1700,980,81889
9,5,22812,21939,81899
19,11,5635,4888,81901
60,37,6058,5216,81925
0,0,21702,20854,81963
0,0,42977,42103,81991
0,0,49999,49814,81996
2,1,2482,1849,82001
0,0,2792,2025,82002
15,9,3210,2499,82006
0,0,14969,14227,82011
1084,665,275,59,82014
61,37,708,319,82036
2,1,12524,11701,82049
12,7,43998,43354,82061
0,0,7838,6971,82068
17,10,6614,5807,82069
0,0,2669,1783,82080
44,27,2482,1610,82084
0,0,50000,50000,82086
0,0,2940,2308,82105
4,2,1349,714,82108
0,0,10665,9854,82126
1,1,1263,429,82146
67,41,1444,704,82150
42,26,1405,708,82153
0,0,7037,6263,82161
20,12,46464,45730,82165
0,0,50000,50000,82203
0,0,50000,50000,82206
0,0,5849,5144,82208
0,0,10498,9625,82225
7,4,21646,21144,82239
0,0,9653,8784,82244
2,1,5079,4272,82254
0,0,7219,6358,82255
2,1,33577,32729,82265
0,0,23787,22928,82266
0,0,1902,1064,82282
0,0,11822,11011,82293
0,0,5463,4662,82309
0,0,4563,3693,82314
0,0,2899,2013,82368
0,0,50000,50000,82370
8,5,24068,23338,82373
39,24,1248,500,82383
1,1,1569,699,82384
89,54,2198,1494,82398
2,1,11461,10694,82404
0,0,50000,50000,82418
0,0,1321,672,82419
0,0,13041,12208,82442
45,28,16397,15529,82447
0,0,4316,3459,82455
71,43,2455,1618,82456
0,0,50000,50000,82475
0,0,50000,50000,82490
179,110,6013,5362,82497
44,27,868,306,82498
0,0,50000,50000,82508
0,0,31228,30467,82509
3,2,3433,2646,82512
0,0,33224,32494,82516
60,37,4802,4162,82518
4,2,1703,816,82525
13,8,2068,1384,82530
36,22,1243,458,82542
4,2,7758,6981,82543
46,28,4405,3525,82549
214,131,3096,2296,82566
32,20,13987,13244,82567
0,0,7868,7099,82568
0,0,4956,4079,82588
71,43,1307,553,82589
0,0,50000,50000,82593
0,0,2059,1341,82599
0,0,50000,50000,82600
3,2,743,329,82630
74,45,13849,12980,82632
0,0,33620,32748,82655
0,0,5694,4963,82658
0,0,4236,3509,82668
2,1,4711,4026,82669
693,425,794,342,82678
46,28,4910,4166,82699
0,0,3887,3226,82702
126,77,19468,18581,82709
2,1,3860,3162,82750
16,10,873,329,82758
0,0,46055,45391,82786
0,0,50000,50000,82790
0,0,10051,9233,82811
0,0,7459,6690,82828
0,0,50000,50000,82840
80,49,1750,943,82843
0,0,13741,12958,82857
118,72,1035,290,82892
127,78,13062,12265,82915
0,0,50000,50000,82929
8,5,15818,15134,82931
0,0,8199,7671,82941
0,0,50000,50000,82976
7,4,1640,803,83011
3,2,2624,1934,83063
0,0,2212,1360,83065
0,0,50000,50000,83070
0,0,20286,19566,83087
0,0,7421,6795,83091
0,0,47315,46424,83107
30,18,6026,5184,83114
3,2,2811,1961,83125
37,23,26798,26091,83135
0,0,50000,50000,83153
1,1,3467,2610,83159
0,0,50000,50000,83161
27,17,5666,4811,83162
25,15,10260,9484,83167
68,42,686,346,83214
276,169,2802,2088,83227
0,0,18930,18169,83238
0,0,50000,50000,83239
13,8,50000,50000,83257
0,0,50000,50000,83262
0,0,50000,50000,83264
1,0,50000,50000,83277
0,0,50000,50000,83284
14,9,3984,3386,83286
1,1,21086,20334,83293
0,0,2562,1928,83305
509,312,1301,671,83313
0,0,6168,5326,83342
6,4,1607,870,83344
0,0,16693,16025,83360
1,1,5155,4476,83361
1,1,10107,9405,83366
275,168,1986,1406,83381
20,12,5447,4582,83384
177,108,3295,2537,83388
0,0,23331,22549,83394
0,0,4115,3337,83397
6,3,2603,1692,83399
6,4,2153,1377,83403
0,0,41009,40284,83408
48,29,4489,3842,83414
0,0,38146,37271,83435
165,101,537,176,83436
38,23,6558,5862,83444
0,0,50000,50000,83462
0,0,38041,37165,83467
0,0,49030,48363,83488
557,342,363,73,83542
1,0,5627,4980,83550
3,2,3820,2970,83561
0,0,50000,50000,83564
0,0,50000,50000,83566
0,0,38021,37386,83569
0,0,50000,50000,83573
0,0,3627,2777,83574
2,1,13882,13013,83579
0,0,25543,24767,83589
0,0,14058,13165,83597
4,2,4624,3828,83602
1,0,6213,5523,83604
2,1,10503,9836,83609
0,0,50000,50000,83616
0,0,50000,50000,83619
0,0,17711,16908,83652
7,4,20133,19457,83661
0,0,50000,50000,83676
0,0,17951,17305,83692
0,0,2868,2173,83694
0,0,50000,50000,83695
0,0,50000,50000,83714
54,33,3795,3078,83765
68,42,14118,13493,83770
54,33,1580,876,83771
2486,1525,1065,402,83780
0,0,3699,2811,83787
0,0,7450,6747,83797
3,2,1787,935,83844
3,2,4822,4129,83846
0,0,20674,19892,83849
5,3,2136,1276,83855
0,0,7515,6748,83858
291,178,4581,3834,83862
1,0,5422,4635,83870
2,1,16614,15949,83872
0,0,31824,31114,83880
0,0,50000,50000,83885
0,0,50000,50000,83899
0,0,32119,31223,83902
76,47,1071,558,83916
0,0,16147,15268,83928
0,0,19297,18643,83931
0,0,50000,50000,83936
0,0,3714,2854,83937
86,53,4018,3221,83958
0,0,5886,5076,83969
2,1,1125,446,83976
0,0,2059,1393,83979
80,49,3146,2496,83981
17,11,3946,3098,83991
0,0,5450,4591,83997
134,82,2161,1281,84001
0,0,6407,5673,84005
0,0,19947,19232,84009
0,0,50000,50000,84013
64,39,7973,7312,84020
0,0,50000,50000,84040
0,0,18556,17748,84056
18,11,2902,2244,84062
30,18,5867,4996,84066
288,177,3129,2264,84122
0,0,5013,4135,84150
54,33,7516,6752,84151
3,2,14532,13743,84158
0,0,3945,3064,84160
1,0,17510,16639,84163
0,0,2848,2099,84168
42,26,5532,4681,84193
0,0,50000,50000,84208
0,0,30812,30005,84213
14,8,2891,2031,84218
2,1,3644,2781,84221
31,19,879,306,84224
173,106,1329,537,84227
0,0,50000,50000,84240
0,0,13039,12218,84249
553,339,858,296,84266
7,4,11543,10889,84289
37,23,3437,2590,84295
0,0,5072,4332,84306
0,0,50000,50000,84315
11,7,11396,10666,84317
0,0,50000,50000,84321
0,0,3792,2968,84328
10,6,26919,26049,84329
0,0,2554,1670,84336
0,0,13654,12782,84342
0,0,4380,3489,84348
0,0,16742,15995,84351
49,30,858,344,84353
0,0,50000,50000,84355
1,1,3293,2558,84370
13,8,4032,3161,84381
0,0,26409,25784,84404
0,0,7503,6659,84412
0,0,3724,3026,84422
0,0,18009,17220,84429
3,2,3602,2859,84433
0,0,50000,50000,84444
0,0,21517,20654,84447
6,3,34883,34228,84453
1,0,12739,12051,84458
0,0,44960,44258,84462
0,0,4689,3927,84477
13,8,2468,1591,84478
189,116,923,394,84484
0,0,6505,5642,84508
653,401,3659,2880,84509
2088,1282,815,306,84519
8,5,4172,3469,84522
245,150,1421,523,84528
0,0,961,307,84539
0,0,5687,4808,84544
0,0,915,369,84547
12,7,906,327,84555
18,11,1889,1103,84557
0,0,27712,27064,84560
0,0,14087,13214,84563
21,13,50000,50000,84576
0,0,6978,6347,84579
1,1,3678,3037,84586
2,1,2495,1792,84594
0,0,3727,3371,84596
1,0,21821,21106,84606
0,0,6264,5645,84607
1,1,2342,1503,84613
0,0,44667,43989,84619
29,18,5996,5255,84643
245,150,1380,708,84653
0,0,18061,17223,84658
6,3,11679,11035,84666
4,3,1625,974,84671
0,0,12464,11625,84674
5,3,2385,1552,84685
0,0,2626,1855,84691
1,1,33542,32791,84712
0,0,585,202,84721
30,19,676,283,84742
0,0,26578,25803,84749
0,0,50000,50000,84806
0,0,50000,50000,84820
4,3,6643,6057,84841
337,206,5885,5194,84889
0,0,10510,10099,84908
51,31,2618,1837,84925
0,0,2443,1672,84929
73,45,5879,5067,84935
30,18,4507,3760,84937
2,1,10262,9385,84948
0,0,50000,50000,84956
900,552,711,258,84957
0,0,849,338,84987
0,0,17993,17342,84990
0,0,5469,4665,85022
4,2,5013,4160,85024
0,0,17091,16206,85030
0,0,4801,3914,85036
24,14,1008,323,85045
3,2,671,260,85051
3,1,10949,10287,85052
2,1,13531,12792,85063
0,0,6733,6087,85065
4,2,2015,1137,85073
1,1,7698,6850,85082
370,227,1387,720,85096
0,0,3109,2207,85105
0,0,18723,17859,85116
123,75,676,271,85120
5,3,4938,4081,85123
0,0,4651,4005,85133
0,0,50000,50000,85144
15,9,10156,9394,85152
0,0,50000,50000,85200
0,0,5895,5012,85204
0,0,50000,50000,85208
0,0,1349,693,85212
1,0,1452,777,85225
0,0,9387,8671,85243
0,0,2115,1454,85246
599,367,972,269,85270
58,35,2681,1807,85282
0,0,50000,50000,85285
22,13,2297,1447,85294
0,0,1395,742,85302
0,0,19698,18912,85313
35,21,3821,2965,85335
0,0,41218,40407,85338
41,25,12415,11661,85341
0,0,50000,50000,85342
17,10,2077,1217,85346
100,61,15841,14973,85347
0,0,50000,50000,85373
0,0,50000,50000,85399
279,171,7573,6826,85407
40,24,3604,2755,85413
0,0,50000,50000,85417
0,0,19019,18382,85437
5,3,3981,3509,85457
2,1,21670,20807,85466
70,43,2946,2600,85472
51,31,777,320,85492
2,1,1034,325,85509
1,0,6245,5428,85511
3,2,2451,1605,85533
0,0,3266,2450,85540
11,7,1288,643,85544
0,0,10638,10303,85571
0,0,9343,8667,85582
1,1,4198,3553,85588
242,148,4547,3779,85590
6,4,14010,13123,85629
0,0,11481,10625,85630
0,0,9086,8353,85636
1,0,29094,28294,85648
0,0,11182,10385,85662
55,33,2168,1407,85666
1,0,9495,8828,85673
0,0,2589,1896,85682
0,0,9916,9007,85711
99,60,2722,1912,85717
36,22,7458,6657,85723
0,0,14728,14021,85727
0,0,50000,50000,85735
2,1,2236,1656,85751
0,0,50000,50000,85752
56,34,1388,749,85779
0,0,50000,50000,85787
25,15,2157,1476,85798
0,0,9939,9105,85825
0,0,18733,17871,85826
30,18,2146,1448,85844
39,24,5867,5092,85848
0,0,45782,45105,85885
3,2,2273,1435,85886
123,75,1972,1295,85899
1476,906,1399,632,85910
786,482,336,74,85918
57,35,4259,3404,85932
0,0,20052,19286,85940
0,0,47951,47204,85959
126,77,1075,443,85962
76,46,860,313,85977
1,0,1423,627,85980
0,0,50000,50000,85983
0,0,50000,50000,86025
0,0,1394,546,86037
0,0,13281,12532,86047
0,0,50000,50000,86066
1,0,3664,2995,86079
123,76,2515,1800,86088
0,0,50000,50000,86089
798,490,2000,1509,86093
3,2,43516,42781,86098
0,0,4308,3640,86099
23,14,1619,872,86104
20,12,3649,2972,86113
0,0,4037,3357,86116
0,0,7120,6255,86120
0,0,8213,7371,86131
0,0,36729,36010,86135
2,1,1644,852,86156
0,0,43826,42964,86179
0,0,50000,50000,86185
1,0,4839,4034,86190
0,0,2851,2213,86193
0,0,50000,50000,86222
9,5,11053,10237,86238
0,0,50000,50000,86256
0,0,24368,23672,86276
44,27,10056,9192,86288
0,0,14275,13562,86298
0,0,10485,9614,86306
40,24,2392,1517,86330
0,0,31873,31116,86335
0,0,6683,5815,86349
12,7,878,325,86355
0,0,4014,3386,86357
153,93,2880,2060,86389
7,4,7358,6546,86404
0,0,50000,50000,86409
7,4,29383,28572,86414
124,76,1011,512,86425
0,0,15713,14837,86449
0,0,18598,17723,86474
0,0,50000,50000,86498
0,0,26318,25428,86502
0,0,49992,49973,86510
0,0,2559,1876,86514
0,0,9013,8156,86529
13,8,3940,3095,86531
131,80,12766,11954,86541
0,0,50000,50000,86552
18,11,5175,4331,86553
1,0,2614,1781,86555
0,0,4292,3525,86558
196,120,1823,1017,86566
4,2,7246,6455,86570
297,182,1520,735,86572
0,0,2288,1522,86573
7,4,1150,466,86599
0,0,10342,9654,86603
24,15,3070,2228,86626
0,0,2761,1907,86629
0,0,6307,5443,86630
0,0,3137,2391,86632
0,0,25049,24182,86633
15,9,4308,3428,86644
